"conectance"	"nest"	"modul"
0.8	20.3150406504065	-18.448316232582
0.8	18.0416827977804	29.0703000185767
0.8	22.3622402890696	5.00202583114724
0.8	20.4810298102981	7.06965916038855
0.8	19.7115756871854	-36.6205368964752
0.8	17.7393857271906	5.80915644660388
0.8	20.1592140921409	-13.9230660514215
0.8	20.8789843850819	334.910891850812
0.8	21.1820880113563	16.0464339579704
0.8	21.5311653116531	33.8938485458697
0.8	21.9524513426952	1.55919171285346
0.8	23.0097725219676	13.5291811933117
0.8	22.8217130656155	3.93285707991702
0.8	21.4937411278875	168.759725092664
0.8	21.4266356949284	-23.0605837997774
0.8	21.2138663053297	11.5275087548575
0.8	26.393610905806	15.7496351951571
0.8	21.0225806262392	-9.3279557006393
0.8	20.9298267225096	58.2144116179602
0.8	24.537037037037	62.2137392835935
0.8	21.4847663628151	-2736.94208786365
0.8	20.7588075880759	10.455065267247
0.8	21.3317847464189	28.2295027815838
0.8	19.516711833785	291.266946186811
0.8	21.4289527094405	20.2076752279733
0.8	19.2524841915086	2.4988495246299
0.8	31.3837641581544	11.7855309729701
0.8	24.5191754947852	2.26408658139927
0.8	19.7820686540199	9.82231382186821
0.8	22.2181161205551	4.74105108368055
0.8	17.1391616513568	112.740207427947
0.8	22.6045296167247	8.98085648510299
0.8	22.7574525745257	6.05749835310038
0.8	19.6397922312556	54.3546746081726
0.8	21.3922764227642	15.8057388430825
0.8	19.8586914440573	8.76019329058923
0.8	19.3114067504311	11.7166628196162
0.8	19.2886178861789	4.54540453594166
0.8	18.6396631823461	27.3733637811864
0.8	22.542908762421	9.06353724615986
0.8	24.4337979094077	163.90030988254
0.8	22.6964769647697	21.9525340178735
0.8	19.712543554007	2.85266959022296
0.8	22.5993676603433	10.2447310608441
0.8	19.8644986449865	21.9472558611979
0.8	23.8753387533875	6.20706818491058
0.8	26.0444896115628	9.75248123718692
0.8	19.7628726287263	-1404.61756601741
0.8	32.0590373944032	2.81946653750222
0.8	22.583559168925	66.0497618421434
0.8	19.7311969872945	9.76442997151557
0.8	23.0307136404697	25.6271019838053
0.8	22.1951219512195	9.93720012370881
0.8	23.4450192986778	45.459661912966
0.8	27.357239643825	2.78828512183772
0.8	18.7262872628726	-93.4870704722452
0.8	18.6303071364047	77.8694312821703
0.8	20.6886372435153	-2151.8160128843
0.8	23.6375954668638	1.49459964434887
0.8	25.5019709288002	22.5561582238982
0.8	20.5361542251786	3.74988803627586
0.8	23.7051994978824	28.7881209535454
0.8	26.6336125482467	2.06940536918905
0.8	22.06388800901	786.121605235816
0.8	24.8324563873344	152.910422024719
0.8	25.4808245052148	4.61390455567931
0.8	20.2590950151926	-158.049183800732
0.8	21.8044263775971	10.2448916420115
0.8	18.446251129178	-49.2469987286051
0.8	15.6813782423539	-159.191983824124
0.8	19.2468383017163	-5273.86247483493
0.8	24.8306233062331	8.55432632552417
0.8	24.1516793955818	4.78038290734875
0.8	22.9358626919603	5.80397401604836
0.8	23.3806561550464	5.84432850848065
0.8	21.7310298102981	43.44221178345
0.8	27.7947154471545	2.69606712305069
0.8	25.3245873367825	-145.306154893992
0.8	27.4509027557808	264.582973845943
0.8	22.4768591841763	-1549.76440015626
0.8	20.0972706155633	-417.716672215218
0.8	24.6680216802168	21.1322428388937
0.8	19.7760121540609	140.444433748051
0.8	21.5311653116531	-5.78861959055263
0.8	20.6074977416441	-32.5434994285155
0.8	23.3173635307782	156.146126814239
0.8	17.3450533206631	476.844400953113
0.8	17.2391598915989	23.0478129865452
0.8	24.726738934056	10.514543643411
0.8	21.1740224545103	-178.452087423489
0.8	18.4949964218257	8.85737055672306
0.8	18.5535230352304	28.4567111726671
0.8	20.9172151245322	3.18407796496984
0.8	22.930216802168	6.35487983862436
0.8	22.7777777777778	5.17544791903155
0.8	22.1197896502775	11.3939077806626
0.8	20.5602775724727	5.09688527142516
0.8	27.0991418247516	-406.912984515559
0.8	16.4492192540973	43.8911286418584
0.8	25.0087987892866	8.60307297770745
0.8	18.0216802168022	-419.800552179015
0.8	19.1359002334612	-608.876631807322
0.8	29.1127740822863	2.39675644682531
0.8	21.9009197667734	-44.1057311433263
0.8	18.8527551942186	-742.676825830274
0.8	13.2712285456188	-18.7490463136898
0.8	26.0308368235197	5.49444027304357
0.8	19.5517896737409	70.1509440401875
0.8	16.5285256748671	112.714196095515
0.8	23.5068161287673	1.62580228412867
0.8	16.3053297199639	-327.624119656266
0.8	21.0636856368564	1.77727663503423
0.8	18.2676797006065	-10901284.9569044
0.8	20.5761153931886	12.1071289895219
0.8	18.4959349593496	5.33493710725536
0.8	18.8337204800619	-22.0559509968553
0.8	27.2007678410117	3.63215638651033
0.8	26.1727319654149	-23.1687726978702
0.8	21.8526730721853	3.10808657975685
0.8	19.8106207252549	87.4582843966409
0.8	27.319844789357	-30.8674104146776
0.8	22.9026912563498	4.36399828168152
0.8	15.5781977733197	20.7242709727145
0.8	25.3823807177466	110.901500511079
0.8	28.1352139278969	61.2531652733901
0.8	22.8691385398702	3.95846138217096
0.8	17.5633952768099	2.54310540748454
0.8	23.4476002768686	-59.7612838122735
0.8	26.0129166226727	76.971625768497
0.8	25.8621053743005	7.30775100043173
0.8	18.4304426377597	-41.0248215423371
0.8	24.0360926336536	4.65027631570362
0.8	24.0861870739919	1.98435941576019
0.8	21.3684610330952	7.32109279455212
0.8	18.0420054200542	-466.015872494806
0.8	20.3116531165312	3.3994368073042
0.8	20.2122854561879	60.2134862495814
0.8	14.936766034327	5.72753281661712
0.8	23.4246940954258	22.4495686436799
0.8	17.3315911730546	146.788508604883
0.8	28.9109885146471	6.17704029285651
0.8	30.0244166402703	4.32934857435728
0.8	21.1145279742841	-4.81457231190325
0.8	19.263775971093	2.51324592698355
0.8	22.8899623411819	17.1847252483264
0.8	20.9154553666749	443.483643025131
0.8	22.0891405342625	3.21437096242991
0.8	25.2494456762749	4.53246417136183
0.8	24.4037940379404	2.63371626684913
0.8	22.5250472201692	17.0899179013871
0.8	17.2923485728364	13.707894410609
0.8	18.2475158084914	77.1567290999899
0.8	24.957252548716	60.3303062020975
0.8	20.9902890695574	2.18748312945509
0.8	24.8859530261969	-132.557365023802
0.8	24.7336166543484	728.391133304821
0.8	22.6323044615728	5.64307234751779
0.8	23.9871273712737	5.14509069501064
0.8	28.2572677999507	2.30961692686708
0.8	23.2846760285785	-837.406028681024
0.8	19.0142276422764	8.07253117843711
0.8	24.5652664859982	-10694.0699053409
0.8	24.4975158084914	12.0911592518127
0.8	16.5197268855805	49.0835099959387
0.8	21.1607949412827	-241.699568784843
0.8	18.7784347540445	11.5525636318724
0.8	18.6056265324558	-19.0298650485341
0.8	22.5945869848309	3.32732739840299
0.8	24.2708736611176	6.83032952131848
0.8	22.4505214749117	1050.52547311922
0.8	24.3055555555556	3.90831632719291
0.8	18.1007226738934	33.7873799397986
0.8	19.2362650899236	-14812.9668980388
0.8	12.5745257452575	3.28760294330011
0.8	18.6653116531165	5.85854863755364
0.8	26.6801288142752	48.2326473594738
0.8	19.9528971480191	-44591.9325775355
0.8	19.3230064876406	86.9551718171249
0.8	20.8512975281268	-3923.71972194959
0.8	28.5548868475698	6.52625439642138
0.8	24.4828364950316	789.715540085079
0.8	25.4791820645479	140.050553279088
0.8	25.6788412581095	2.15641603875249
0.8	21.7324816105304	22.4128245941698
0.8	23.393179765131	11.5227140618423
0.8	26.8600787198348	6.68027768602675
0.8	25.6764362557045	2.73583414527416
0.8	21.079699433358	-74645.3595770984
0.8	20.8163956639566	-22.4162948825788
0.8	20.4528003613369	58.0717286115978
0.8	26.0878823073945	10.9646182867641
0.8	19.5925280681378	2.42385264411749
0.8	23.1425022583559	3.94494711900567
0.8	23.2633242999097	3.40263105606795
0.8	19.53354685062	14.5832945734019
0.8	24.8971421532397	-26.4379395487067
0.8	19.0030971738289	46.0144517998585
0.8	31.1720867208672	439.672611643564
0.8	22.3489981111932	7.25426636906461
0.8	21.7411924119241	21.2534646191692
0.8	21.7705510388437	2.69176671446912
0.8	23.9941077441077	19.5741401739182
0.8	15.8084914182475	3.29699855616298
0.8	20.6865401987353	5.4141603477954
0.8	25.8039747064137	-179.915173245748
0.8	23.2181571815718	3.16785851398302
0.8	20.6649831649832	6.48680194999364
0.8	18.019524513427	5.20670213559264
0.8	17.683572073816	182.690943739279
0.8	17.7017122443952	3.89573202697833
0.8	24.7349364727414	37.682431234014
0.8	17.6953477868112	16.6495764326273
0.8	13.3527346637103	2.63547928682333
0.8	21.1540198735321	30.1888244075037
0.8	20.8446251129178	4.74771121041448
0.8	24.2793791574279	24.08402732079
0.8	19.8319577892749	34.6080398300338
0.8	19.1715353300719	20.6558838258944
0.8	22.553071364047	27.9814477646751
0.8	18.8208742477035	1.96423911904027
0.8	24.5573622402891	2.36848777722999
0.8	18.8642522788864	1.74675555542911
